ID,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
ASV436,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0
ASV197,14,10,10,10,15,6,3,4,14,8,11,9,14,14,7,7,9,9,4,7,6,5,9,5
ASV1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV232,15,14,6,14,9,6,6,7,15,10,0,3,2,3,9,6,12,9,2,10,10,10,3,13
ASV973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV471,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,2,0
ASV522,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ASV1080,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV1010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1101,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1154,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
ASV1284,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV1068,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV343,10,0,4,0,8,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV491,0,2,4,8,4,3,0,2,2,0,3,3,0,0,0,0,0,0,0,0,2,2,0,0
ASV16,0,11,10,20,0,18,83,92,62,27,91,203,597,28,9,21,26,13,177,94,130,37,34,29
ASV25,0,0,0,0,0,0,32,29,19,10,16,12,29,2,19,19,22,60,98,60,114,115,55,85
ASV571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV20,463,676,788,567,718,826,601,468,471,653,370,235,86,113,127,237,241,189,143,122,104,172,152,147
ASV326,7,8,0,7,3,6,10,9,0,8,9,10,0,4,4,8,11,18,0,9,6,6,7,5
ASV209,7,3,5,0,0,2,0,0,4,4,0,9,4,2,2,2,4,4,4,6,0,5,4,12
ASV213,16,2,9,3,12,8,20,5,8,4,14,9,10,18,23,20,19,14,3,20,28,23,14,12
ASV63,16,22,19,0,20,21,16,22,18,27,24,21,21,21,20,16,17,13,34,29,24,23,21,29
ASV159,57,51,59,32,49,52,25,23,31,35,32,49,27,30,32,26,26,16,7,9,7,11,13,8
ASV573,0,0,1,4,0,3,3,2,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0
ASV264,18,28,8,0,12,14,4,0,6,7,3,4,2,8,22,34,5,0,0,4,3,4,12,0
ASV161,0,0,2,0,6,0,0,0,0,0,2,2,0,4,3,0,0,3,4,1,0,0,0,0
ASV1230,0,1,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
ASV414,18,15,14,4,21,12,0,6,8,2,6,4,0,0,2,2,0,0,0,0,0,0,3,0
ASV459,1,0,2,0,0,0,2,0,0,0,0,0,3,2,0,2,2,0,0,0,1,5,3,6
ASV9,5,10,8,0,10,10,35,25,15,25,21,27,517,1342,1201,749,264,327,349,502,326,461,406,551
ASV733,6,4,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
ASV308,8,4,1,0,4,3,6,0,1,4,2,3,6,10,7,5,2,0,0,2,6,4,6,3
ASV1288,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV941,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV235,2,0,0,0,3,0,4,0,0,0,0,0,2,5,2,3,0,0,2,0,0,0,0,0
ASV949,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11,0,0,5,11,7,12,72,65,42,45,47,53,34,36,45,55,61,44,298,287,161,152,142,111
ASV248,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0
ASV800,15,5,13,12,6,0,10,2,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0
ASV323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,3
ASV295,7,7,10,14,15,4,11,6,4,5,5,3,7,4,9,10,5,3,0,0,1,0,0,2
ASV588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
ASV151,27,39,22,15,18,11,11,8,12,8,7,16,18,29,30,32,36,12,9,17,20,10,22,13
ASV315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ASV214,0,0,0,0,0,0,4,0,5,0,5,4,0,0,7,0,4,0,4,4,0,0,0,0
ASV1050,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV1100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV203,0,0,0,1,0,0,1,0,2,2,3,2,0,1,1,2,1,4,4,2,0,1,0,0
ASV1028,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV1261,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV10,0,0,0,0,0,0,0,0,0,0,0,0,38,75,754,153,74,125,320,219,135,130,156,183
ASV73,32,17,33,37,38,27,16,25,26,27,23,16,40,24,41,16,24,16,30,24,13,33,21,18
ASV78,264,136,162,230,200,142,72,50,65,58,47,29,42,24,33,20,21,14,23,15,19,28,27,22
ASV268,9,0,21,0,6,12,20,0,24,19,38,21,22,18,20,16,16,0,0,0,0,13,16,0
ASV650,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,63,60,8,8,5,5,8,9
ASV1176,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1143,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
ASV226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV331,5,4,7,0,6,5,4,4,8,0,0,4,6,9,6,5,0,6,0,4,4,0,3,0
ASV365,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,6,3,3,0,5,3,6,0,0
ASV464,12,0,7,5,14,3,0,4,6,0,7,0,0,5,0,5,0,3,0,0,5,0,4,0
ASV1268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV895,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV898,11,4,8,10,10,5,3,0,4,4,5,3,2,4,0,3,2,0,0,5,5,5,0,0
ASV211,0,2,4,1,0,0,0,0,2,0,0,0,4,2,3,0,0,0,3,0,3,0,0,0
ASV92,140,155,142,146,134,130,72,119,117,109,98,125,41,59,75,52,53,53,19,50,57,69,47,47
ASV1114,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV1233,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV194,50,16,35,33,39,26,14,9,20,22,15,8,12,16,10,16,9,10,4,14,11,11,10,9
ASV1041,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV262,113,109,82,118,112,74,48,109,62,52,70,38,52,19,29,29,0,17,0,0,0,24,0,0
ASV474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
ASV1007,5,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV57,71,49,43,68,68,32,30,38,52,64,46,56,62,99,144,148,84,115,35,63,46,79,49,48
ASV1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV191,4,3,0,3,0,2,0,4,8,0,0,0,27,30,65,14,3,9,3,5,13,3,0,7
ASV125,29,16,18,18,17,16,10,6,7,8,5,5,15,12,43,117,124,45,11,10,24,31,35,26
ASV761,19,17,14,17,15,19,11,17,15,8,13,0,0,0,0,0,0,0,0,0,0,10,0,0
ASV956,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV325,9,13,14,6,8,5,2,0,2,4,6,5,5,10,5,4,3,4,0,0,4,0,2,3
ASV240,0,0,0,0,2,0,0,7,8,0,15,0,17,21,28,25,9,10,2,12,0,12,0,0
ASV383,4,0,0,0,4,0,0,0,0,0,1,0,4,0,1,4,0,0,0,0,2,0,0,0
ASV210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV122,20,6,19,7,14,20,10,13,33,14,29,19,25,42,29,26,23,27,10,32,16,16,19,13
ASV1025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV178,119,115,155,171,248,91,36,97,72,42,30,41,22,6,5,26,42,26,6,18,25,27,24,38
ASV1187,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
ASV184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,4,15,17,16,13,12
ASV1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ASV1186,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV931,0,0,0,0,5,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,8
ASV358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV380,0,3,5,0,0,0,0,0,0,6,0,3,3,0,2,0,0,4,0,0,6,0,3,0
ASV136,0,6,4,1,0,0,5,8,8,3,4,7,106,35,25,27,26,10,10,15,10,17,15,27
ASV558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0
ASV1133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV288,0,15,7,9,11,14,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,10
ASV1049,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0
ASV3,204,220,223,226,251,257,213,273,302,317,299,343,114,136,151,151,296,649,1123,960,1040,947,1445,1307
ASV1234,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV954,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV340,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,3,0,0,0,0,0,0,0,0
ASV1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ASV355,3,0,0,2,2,0,0,0,0,0,0,0,0,2,3,7,11,0,0,2,5,6,1,0
ASV324,0,0,0,0,0,0,0,0,0,2,0,0,12,3,5,0,0,0,0,0,0,0,4,9
ASV172,28,40,20,32,34,34,26,18,19,11,22,10,9,7,7,27,31,23,7,6,4,9,7,0
ASV336,3,4,0,0,6,0,4,0,0,4,0,0,5,3,4,3,0,3,0,0,6,0,4,3
ASV1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ASV986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
ASV1260,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV152,13,7,5,9,0,11,0,11,7,9,0,8,16,18,12,22,10,7,8,12,9,15,16,13
ASV1019,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1293,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1039,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
ASV43,78,74,76,50,46,73,66,65,103,79,84,116,27,24,39,50,34,50,61,73,47,55,55,86
ASV487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,22,0,8,0,5,1,0
ASV261,17,14,6,0,0,9,7,2,7,0,8,6,20,7,30,13,2,14,0,8,18,5,18,5
ASV935,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV173,0,0,0,0,0,0,0,0,0,0,0,5,7,5,5,0,0,0,5,0,0,0,5,0
ASV375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV81,20,22,22,25,34,5,12,9,13,9,21,13,25,90,100,66,61,55,27,20,17,69,14,18
ASV1115,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV294,2,3,0,0,1,0,0,5,4,0,2,4,7,1,10,5,5,3,0,4,3,3,2,0
ASV251,0,0,0,0,0,0,0,0,0,0,0,0,0,4,230,3,0,0,0,0,0,0,0,0
ASV946,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV23,198,226,233,204,183,210,165,182,224,198,238,190,25,20,49,51,45,71,103,107,99,101,100,85
ASV22,0,0,0,0,0,0,0,0,0,0,0,0,63,65,0,0,82,0,116,135,127,135,161,165
ASV493,0,0,0,0,1,0,2,0,3,2,0,0,0,0,0,6,3,2,0,0,2,7,0,9
ASV448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
ASV391,20,15,18,25,16,15,6,4,3,9,0,5,0,3,3,0,2,0,0,0,0,1,0,2
ASV1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV877,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV28,308,332,428,364,341,394,225,328,408,381,341,362,48,55,88,111,53,111,81,109,98,129,124,125
ASV1158,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV50,190,99,146,71,115,90,107,112,131,35,104,77,106,193,178,113,87,109,50,198,188,160,119,94
ASV985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ASV273,11,5,7,0,3,2,13,2,8,0,8,2,20,10,16,4,4,7,0,7,14,3,8,8
ASV147,18,10,26,123,20,27,16,24,20,26,16,15,9,8,5,28,17,22,9,9,5,13,6,10
ASV997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV552,9,8,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1182,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV96,0,0,8,0,11,0,0,0,0,0,0,7,0,0,180,0,0,0,17,16,25,16,12,40
ASV479,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV1065,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,0,0
ASV498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV551,5,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1165,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV1030,0,0,0,0,0,0,0,3,0,0,0,0,0,78,0,0,0,0,0,3,0,0,0,0
ASV328,9,1,2,0,2,2,4,0,4,0,4,2,5,4,6,2,4,0,0,2,3,1,0,0
ASV1034,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
ASV1037,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ASV1096,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0
ASV1009,2,5,2,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0
ASV433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV1183,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV401,6,0,3,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0
ASV59,93,73,74,56,56,61,62,78,88,77,75,231,159,165,165,119,77,97,36,62,111,89,95,93
ASV1107,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV223,16,10,9,3,10,8,4,9,5,0,0,0,19,58,48,4,11,9,3,6,11,13,12,6
ASV430,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV442,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,5,11,5,18,7
ASV93,273,155,179,213,223,123,62,72,100,86,67,74,170,183,119,128,87,71,19,46,36,41,29,18
ASV137,4,3,4,6,2,3,3,7,4,3,3,6,0,0,4,0,1,5,9,14,23,13,22,30
ASV298,0,9,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,7,0,0,0
ASV1131,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1063,0,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV432,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
ASV1088,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1240,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV485,0,2,0,0,0,1,0,9,0,1,2,0,6,1,0,4,0,0,0,2,3,0,2,0
ASV71,44,36,35,31,36,23,13,12,31,21,16,29,19,16,38,21,21,16,28,46,27,35,16,28
ASV1189,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV196,6,9,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0
ASV458,0,0,1,4,0,3,0,0,2,0,1,3,0,0,0,0,0,0,0,0,4,6,4,4
ASV1239,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV80,36,131,156,65,139,619,1078,312,562,185,700,147,167,334,1182,2249,2035,1817,28,42,137,88,151,61
ASV961,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV68,31,35,29,21,32,23,33,24,38,37,30,38,66,96,85,79,93,69,33,78,109,31,66,71
ASV1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ASV90,0,0,0,0,0,0,8,12,0,0,5,0,33,0,9,0,9,7,18,16,11,6,8,10
ASV360,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ASV1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,4,3,2,0
ASV335,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,4,8,3,0,0,0,0,0,0
ASV1085,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV135,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0,0,0,10,3,0,0,0,0
ASV163,4,4,0,0,6,6,0,0,4,6,0,0,6,9,4,1,0,4,7,4,9,5,5,4
ASV1091,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV443,11,11,8,0,0,9,9,0,0,0,0,16,0,22,0,0,0,0,0,0,22,0,20,13
ASV1221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV77,144,98,114,150,133,125,154,136,151,100,152,136,89,70,25,49,44,69,27,33,35,28,44,27
ASV441,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,26,0
ASV939,4,0,2,0,3,3,3,0,3,0,0,1,2,2,0,0,0,0,0,2,2,2,0,0
ASV1106,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV980,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,3
ASV278,9,10,0,0,0,7,0,12,0,11,0,44,28,21,17,12,0,0,0,10,0,6,0,0
ASV1126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV44,6,1,2,5,7,6,47,55,36,23,29,16,27,7,21,12,21,50,58,42,38,35,35,56
ASV497,130,65,83,160,61,45,10,17,4,6,10,0,0,0,0,0,13,0,0,0,0,0,0,0
ASV990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ASV1005,28,0,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV145,7,9,8,4,11,8,6,8,6,6,10,11,10,18,12,17,4,9,7,6,10,8,6,7
ASV1064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
ASV1024,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV563,0,0,0,0,6,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,1,4,0,6
ASV1002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
ASV241,12,2,13,10,8,9,8,0,3,5,4,2,0,0,1,2,2,2,2,0,2,10,4,3
ASV160,10,12,8,10,10,8,8,5,7,17,12,7,6,5,15,10,6,5,8,7,7,4,6,0
ASV1120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1111,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV460,0,0,1,6,0,2,6,2,3,0,0,7,0,0,0,2,0,0,0,3,0,6,3,4
ASV1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV1061,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
